source;target;value
10756;14264;448
10756;14265;471
10756;14266;403
10756;14267;433
10756;14274;416
10756;14275;427
10756;14277;444
10756;14278;426
10756;14279;438
10756;14281;402
10756;14282;418
10756;14284;430
10756;14285;449
10756;14289;421
10756;14400;450
10756;14401;444
10756;14402;402
10756;14406;418
10756;14407;408
10756;14412;404
10756;14413;421
10756;14421;414
10756;14423;432
10756;14430;443
10756;14433;426
10756;14434;407
10756;14435;443
10756;14440;452
10756;14443;426
10756;14444;411
10756;14445;445
10756;14448;401
10756;14457;410
10756;14458;453
10756;14460;417
10756;14463;420
10756;14465;411
10756;13032;409
10760;10768;448
10760;10784;404
10760;11014;403
10760;11054;418
10760;12004;406
10760;12008;410
10760;12025;407
10760;12030;443
10760;12036;424
10760;12040;404
10760;13010;425
10760;13011;452
10760;13013;463
10760;13031;411
10760;13035;431
10760;13040;447
10760;14008;413
10760;14022;448
10760;14029;431
10760;14039;446
10760;14051;430
10760;14053;429
10760;14055;480
10760;14203;411
10760;14204;405
10760;14205;411
10760;14206;450
10760;14207;439
10760;14209;470
10760;14210;458
10760;14211;449
10760;14214;443
10760;14215;428
10760;14217;459
10760;14224;427
10760;14229;414
10760;14231;438
10760;14244;413
10760;14246;429
10760;14253;402
10760;14254;452
10760;14255;423
10760;14256;454
10760;14257;422
10760;14258;427
10760;14263;433
10760;14264;438
10760;14265;465
10760;14267;435
10760;14269;426
10760;14274;430
10760;14275;431
10760;14277;465
10760;14278;424
10760;14279;458
10760;14280;421
10760;14282;416
10760;14284;404
10760;14289;410
10760;14400;414
10760;14401;434
10760;14405;420
10760;14406;404
10760;14407;434
10760;14421;402
10760;14423;419
10760;14430;464
10760;14431;448
10760;14433;415
10760;14435;463
10760;14440;434
10760;14443;410
10760;14444;404
10760;14445;431
10760;14458;459
10760;14460;410
10760;14463;486
10767;11007;404
10767;11020;403
10767;11034;422
10767;11035;428
10767;11036;406
10767;11066;432
10767;12011;464
10767;13002;447
10767;13036;480
10767;13038;411
10767;13042;421
10767;13055;424
10767;14002;416
10767;14003;435
10767;14004;418
10767;14009;412
10767;14013;466
10767;14018;402
10767;14021;437
10767;14028;409
10767;14031;441
10767;14035;405
10767;14040;457
10767;14052;431
10767;14056;402
10767;14057;445
10767;14060;426
10767;14069;449
10767;14071;436
10767;14219;411
10767;14226;443
10767;14227;415
10767;14243;431
10767;14245;429
10767;14252;402
10767;14259;428
10767;14273;405
10767;14276;418
10767;14291;422
10767;14403;421
10767;14411;420
10767;14415;451
10767;14438;427
10767;14449;452
10767;14456;426
10767;14461;412
10767;94454;411
10768;10784;405
10768;11014;402
10768;11054;420
10768;12004;417
10768;12030;426
10768;12036;407
10768;13010;437
10768;13011;418
10768;13013;440
10768;13035;416
10768;13040;428
10768;14008;408
10768;14022;414
10768;14027;408
10768;14029;418
10768;14039;438
10768;14051;411
10768;14053;402
10768;14055;444
10768;14203;401
10768;14206;439
10768;14207;410
10768;14209;449
10768;14210;414
10768;14211;424
10768;14214;431
10768;14215;424
10768;14217;427
10768;14224;429
10768;14229;415
10768;14231;427
10768;14246;416
10768;14254;416
10768;14255;417
10768;14256;423
10768;14257;426
10768;14264;431
10768;14265;449
10768;14267;417
10768;14269;406
10768;14275;420
10768;14277;458
10768;14278;409
10768;14279;433
10768;14280;401
10768;14282;401
10768;14285;408
10768;14289;406
10768;14400;413
10768;14401;432
10768;14407;407
10768;14421;403
10768;14423;406
10768;14430;443
10768;14431;414
10768;14433;417
10768;14435;432
10768;14440;431
10768;14443;407
10768;14445;425
10768;14458;437
10768;14460;401
10768;14463;435
10773;10783;401
10773;11058;427
10773;14010;401
10773;14018;417
10773;14033;403
10773;14038;422
10773;14045;447
10773;14046;404
10773;14061;412
10773;14071;419
10773;14225;405
10773;14227;407
10773;14239;435
10773;14259;409
10773;14411;414
10773;14417;403
10773;14436;419
10783;10788;409
10783;11000;409
10783;11005;434
10783;11023;465
10783;11037;414
10783;12000;403
10783;12011;425
10783;12014;431
10783;12027;404
10783;13008;413
10783;13023;402
10783;13048;402
10783;13056;411
10783;14005;446
10783;14016;430
10783;14018;409
10783;14026;412
10783;14038;429
10783;14045;420
10783;14061;410
10783;14071;401
10783;14219;427
10783;14234;445
10783;14237;429
10783;14251;442
10783;14259;425
10783;14270;419
10783;14276;406
10783;14404;417
10783;14418;419
10783;14424;413
10783;14427;464
10783;14451;405
10783;14456;418
10783;14462;425
10783;14464;420
10783;94428;404
10784;11054;401
10784;13010;414
10784;13013;415
10784;14029;412
10784;14039;425
10784;14055;416
10784;14204;406
10784;14206;444
10784;14209;407
10784;14214;408
10784;14215;411
10784;14217;403
10784;14224;405
10784;14231;421
10784;14264;405
10784;14265;419
10784;14277;416
10784;14278;407
10784;14279;409
10784;14284;408
10784;14400;405
10784;14401;419
10784;14423;403
10784;14430;414
10784;14435;408
10784;14440;404
10784;14458;403
10786;11007;410
10786;11034;406
10786;11057;401
10786;12011;403
10786;13036;414
10786;13042;404
10786;13045;407
10786;14003;409
10786;14013;410
10786;14018;420
10786;14021;407
10786;14040;431
10786;14045;432
10786;14052;408
10786;14057;406
10786;14071;436
10786;14226;433
10786;14227;425
10786;14242;409
10786;14245;402
10786;14259;416
10786;14273;416
10786;14276;431
10786;14411;423
10786;14415;403
10786;14438;410
10786;14449;410
10786;14456;422
10786;14461;411
10788;11005;402
10788;11023;405
10788;12014;406
10788;12027;415
10788;14005;413
10788;14016;416
10788;14233;418
10788;14251;417
10788;14424;418
10788;14427;423
10788;14464;438
11000;11005;420
11000;11023;407
11000;11037;415
11000;12014;403
11000;14005;403
11000;14016;412
11000;14237;413
11000;14251;430
11000;14427;414
11005;11023;411
11005;11037;429
11005;12011;419
11005;12014;409
11005;12038;402
11005;13008;426
11005;13023;402
11005;13048;403
11005;14005;424
11005;14016;449
11005;14018;416
11005;14038;434
11005;14045;440
11005;14061;419
11005;14071;404
11005;14218;402
11005;14219;413
11005;14233;416
11005;14234;402
11005;14237;425
11005;14249;419
11005;14251;442
11005;14259;429
11005;14276;410
11005;14404;428
11005;14410;406
11005;14418;416
11005;14424;414
11005;14427;443
11005;14429;411
11005;14451;401
11005;14456;413
11005;14462;410
11005;14464;430
11007;11034;404
11007;11057;404
11007;12011;416
11007;13002;407
11007;13036;429
11007;13042;410
11007;14002;401
11007;14003;416
11007;14004;406
11007;14013;422
11007;14018;426
11007;14021;412
11007;14031;404
11007;14035;411
11007;14038;402
11007;14040;442
11007;14045;427
11007;14052;416
11007;14057;416
11007;14060;403
11007;14071;453
11007;14219;401
11007;14226;428
11007;14227;423
11007;14239;411
11007;14242;408
11007;14243;405
11007;14259;430
11007;14273;414
11007;14276;424
11007;14411;421
11007;14415;407
11007;14427;406
11007;14438;419
11007;14449;415
11007;14456;423
11007;14461;404
11014;11067;408
11014;12004;415
11014;12027;405
11014;12030;410
11014;13010;430
11014;13013;412
11014;14039;416
11014;14055;412
11014;14203;408
11014;14204;406
11014;14206;439
11014;14207;405
11014;14209;418
11014;14214;402
11014;14215;413
11014;14217;401
11014;14224;424
11014;14229;407
11014;14231;422
11014;14246;421
11014;14264;418
11014;14265;431
11014;14274;405
11014;14277;417
11014;14278;411
11014;14279;412
11014;14284;411
11014;14285;406
11014;14400;415
11014;14402;404
11014;14406;407
11014;14421;401
11014;14423;413
11014;14430;420
11014;14433;415
11014;14434;428
11014;14435;417
11014;14440;417
11014;14441;402
11014;14442;407
11014;14443;412
11014;14458;425
11014;14463;401
11020;12011;409
11020;13036;425
11020;13042;404
11020;14003;413
11020;14013;421
11020;14018;404
11020;14031;409
11020;14040;418
11020;14052;406
11020;14057;421
11020;14071;413
11020;14226;409
11020;14259;419
11020;14276;417
11020;14291;401
11020;14415;408
11020;14438;409
11020;14449;406
11020;14456;411
11021;14046;414
11023;11037;404
11023;12011;413
11023;12014;419
11023;13056;402
11023;14005;438
11023;14016;416
11023;14026;406
11023;14038;419
11023;14219;423
11023;14234;442
11023;14237;424
11023;14251;435
11023;14259;413
11023;14270;414
11023;14418;406
11023;14424;403
11023;14427;444
11023;14456;401
11023;14462;428
11023;14464;413
11034;11036;407
11034;11066;422
11034;12011;432
11034;13002;445
11034;13036;438
11034;13042;412
11034;13045;413
11034;13055;404
11034;14002;422
11034;14003;421
11034;14004;403
11034;14009;401
11034;14013;433
11034;14018;419
11034;14021;416
11034;14031;407
11034;14035;411
11034;14040;446
11034;14045;424
11034;14052;440
11034;14057;426
11034;14060;403
11034;14069;430
11034;14071;450
11034;14219;409
11034;14226;457
11034;14227;434
11034;14242;422
11034;14243;433
11034;14245;434
11034;14259;422
11034;14273;430
11034;14276;442
11034;14288;402
11034;14410;412
11034;14411;438
11034;14415;428
11034;14438;427
11034;14449;421
11034;14456;438
11034;14461;426
11035;12011;439
11035;13002;403
11035;13036;431
11035;14003;407
11035;14013;429
11035;14018;410
11035;14031;424
11035;14040;414
11035;14057;411
11035;14071;414
11035;14219;405
11035;14226;401
11035;14227;404
11035;14259;412
11035;14276;402
11035;14291;406
11035;14449;403
11035;14456;406
11035;94454;405
11036;12011;417
11036;13036;436
11036;14003;414
11036;14013;427
11036;14018;409
11036;14031;414
11036;14040;424
11036;14052;409
11036;14057;402
11036;14060;410
11036;14071;423
11036;14226;426
11036;14227;419
11036;14259;428
11036;14276;425
11036;14411;406
11036;14415;405
11036;14438;412
11036;14449;413
11036;14456;418
11037;12011;427
11037;12014;408
11037;13008;407
11037;14005;407
11037;14016;405
11037;14018;406
11037;14038;407
11037;14045;412
11037;14219;410
11037;14237;404
11037;14251;427
11037;14259;410
11037;14276;403
11037;14424;404
11037;14427;429
11037;14456;404
11037;14462;406
11037;14464;418
11054;12004;425
11054;12030;426
11054;12044;405
11054;13010;431
11054;13013;431
11054;13040;410
11054;14027;413
11054;14029;423
11054;14039;431
11054;14051;407
11054;14055;442
11054;14204;417
11054;14206;438
11054;14207;403
11054;14209;431
11054;14210;402
11054;14211;429
11054;14214;427
11054;14215;430
11054;14217;422
11054;14224;427
11054;14229;404
11054;14231;440
11054;14254;404
11054;14255;411
11054;14256;407
11054;14257;422
11054;14264;429
11054;14265;440
11054;14267;419
11054;14274;402
11054;14275;417
11054;14277;446
11054;14278;404
11054;14279;427
11054;14284;408
11054;14285;407
11054;14400;417
11054;14401;432
11054;14406;403
11054;14421;407
11054;14423;407
11054;14430;429
11054;14433;404
11054;14435;427
11054;14440;419
11054;14445;429
11054;14458;432
11054;14460;413
11054;14463;419
11057;12011;414
11057;13002;401
11057;13036;421
11057;13042;405
11057;13045;412
11057;14003;406
11057;14009;409
11057;14013;420
11057;14018;414
11057;14031;415
11057;14035;407
11057;14040;419
11057;14045;415
11057;14071;440
11057;14226;430
11057;14227;427
11057;14239;408
11057;14242;404
11057;14259;418
11057;14273;416
11057;14276;436
11057;14410;409
11057;14411;428
11057;14415;402
11057;14438;407
11057;14449;405
11057;14456;424
11057;14461;406
11058;14018;401
11058;14045;443
11058;14071;420
11058;14218;406
11058;14239;421
11058;14242;404
11058;14259;406
11058;14276;405
11058;14410;406
11058;14411;417
11058;14432;424
11058;14436;406
11058;14456;410
11066;12041;432
11066;13002;459
11066;13036;432
11066;14002;414
11066;14013;429
11066;14021;423
11066;14031;404
11066;14040;437
11066;14052;420
11066;14056;431
11066;14057;423
11066;14069;457
11066;14071;408
11066;14226;427
11066;14243;439
11066;14245;420
11066;14252;460
11066;14403;417
11066;14415;446
11066;14438;412
11066;14449;434
11066;14461;414
11067;12004;412
11067;12035;429
11067;12044;402
11067;13010;414
11067;13024;402
11067;14039;406
11067;14055;402
11067;14072;414
11067;14204;425
11067;14206;430
11067;14211;402
11067;14215;405
11067;14224;412
11067;14229;402
11067;14231;414
11067;14264;404
11067;14265;428
11067;14284;406
11067;14285;409
11067;14400;405
11067;14406;408
11067;14416;404
11067;14423;408
11067;14430;403
11067;14433;413
11067;14434;406
11067;14435;405
11067;14440;407
11067;14441;421
11067;14443;401
11067;14448;407
11067;14458;402
11067;14465;406
12000;12004;429
12000;12027;429
12000;12035;405
12000;13010;441
12000;13027;411
12000;14005;403
12000;14058;413
12000;14206;413
12000;14215;406
12000;14224;401
12000;14264;407
12000;14265;420
12000;14285;412
12000;14400;410
12000;14413;403
12001;13010;405
12001;14055;412
12001;14206;418
12001;14229;406
12001;14284;402
12001;14430;409
12001;14435;401
12004;12027;449
12004;12030;429
12004;12036;431
12004;12044;426
12004;13010;478
12004;13013;421
12004;13024;420
12004;13026;408
12004;13040;415
12004;14027;438
12004;14029;420
12004;14039;421
12004;14055;423
12004;14058;415
12004;14067;403
12004;14203;427
12004;14204;416
12004;14206;443
12004;14207;408
12004;14209;427
12004;14210;411
12004;14211;413
12004;14214;421
12004;14215;433
12004;14217;410
12004;14224;443
12004;14229;439
12004;14231;432
12004;14246;425
12004;14248;412
12004;14250;408
12004;14255;409
12004;14257;424
12004;14264;431
12004;14265;463
12004;14267;420
12004;14274;405
12004;14275;426
12004;14277;436
12004;14278;420
12004;14279;423
12004;14284;413
12004;14285;454
12004;14289;406
12004;14400;452
12004;14401;432
12004;14402;408
12004;14406;412
12004;14412;407
12004;14413;416
12004;14421;427
12004;14423;419
12004;14430;423
12004;14433;413
12004;14434;409
12004;14435;421
12004;14440;430
12004;14443;414
12004;14445;441
12004;14448;407
12004;14457;409
12004;14458;440
12004;14463;406
12004;14465;423
12004;13032;412
12008;12030;416
12008;13010;403
12008;13013;413
12008;13035;409
12008;13040;403
12008;14008;401
12008;14039;406
12008;14055;421
12008;14206;408
12008;14209;413
12008;14214;406
12008;14224;404
12008;14231;405
12008;14264;407
12008;14265;429
12008;14277;418
12008;14279;402
12008;14430;404
12008;14435;414
12008;14440;413
12008;14458;417
12008;14463;413
12010;14045;425
12010;14218;401
12010;14239;402
12011;12033;413
12011;13002;429
12011;13036;470
12011;13038;410
12011;13042;428
12011;13045;424
12011;13055;429
12011;14000;408
12011;14002;410
12011;14003;426
12011;14004;427
12011;14005;409
12011;14009;424
12011;14013;467
12011;14018;427
12011;14021;414
12011;14026;414
12011;14028;405
12011;14031;432
12011;14035;423
12011;14038;412
12011;14040;441
12011;14045;425
12011;14052;424
12011;14057;435
12011;14060;435
12011;14069;408
12011;14071;448
12011;14219;439
12011;14226;441
12011;14227;439
12011;14237;413
12011;14239;406
12011;14242;402
12011;14243;428
12011;14245;414
12011;14251;422
12011;14259;447
12011;14273;412
12011;14276;440
12011;14291;441
12011;14410;413
12011;14411;441
12011;14415;426
12011;14427;431
12011;14438;427
12011;14449;430
12011;14456;452
12011;14461;401
12011;14462;424
12011;14464;406
12011;94454;415
12011;14466;404
12014;12027;418
12014;12038;402
12014;13010;403
12014;13048;402
12014;14005;432
12014;14016;410
12014;14058;404
12014;14233;403
12014;14234;405
12014;14237;405
12014;14251;420
12014;14418;402
12014;14423;405
12014;14424;408
12014;14427;425
12014;14464;410
12015;14045;404
12015;14071;421
12015;14226;402
12015;14242;405
12015;14259;402
12015;14411;405
12015;14456;402
12022;13036;403
12022;14003;402
12022;14013;404
12022;14018;403
12022;14040;414
12022;14045;411
12022;14057;409
12022;14071;417
12022;14226;413
12022;14227;404
12022;14259;402
12022;14273;401
12022;14276;404
12022;14456;403
12025;13013;416
12025;14055;422
12025;14209;407
12025;14211;404
12025;14254;405
12025;14265;406
12025;14277;416
12025;14279;402
12025;14435;406
12025;14463;407
12027;12030;408
12027;12036;415
12027;12038;407
12027;12044;415
12027;13010;457
12027;13013;406
12027;13024;416
12027;13027;409
12027;14005;413
12027;14006;410
12027;14016;410
12027;14027;422
12027;14039;409
12027;14055;411
12027;14058;418
12027;14067;405
12027;14203;409
12027;14204;415
12027;14206;434
12027;14207;403
12027;14209;401
12027;14214;403
12027;14215;432
12027;14224;430
12027;14229;420
12027;14231;439
12027;14233;438
12027;14241;402
12027;14244;416
12027;14246;420
12027;14250;407
12027;14257;408
12027;14264;424
12027;14265;439
12027;14267;415
12027;14274;412
12027;14275;402
12027;14277;414
12027;14278;419
12027;14279;408
12027;14284;418
12027;14285;433
12027;14289;415
12027;14400;443
12027;14401;425
12027;14402;402
12027;14413;410
12027;14421;411
12027;14423;435
12027;14424;420
12027;14430;405
12027;14433;401
12027;14434;402
12027;14435;407
12027;14440;426
12027;14443;403
12027;14444;401
12027;14445;420
12027;14451;410
12027;14457;403
12027;14458;419
12027;14464;424
12027;14465;412
12029;13036;411
12029;14013;401
12029;14226;410
12029;14276;402
12030;12036;419
12030;13010;445
12030;13011;428
12030;13013;446
12030;13031;431
12030;13035;426
12030;13040;432
12030;14008;416
12030;14022;410
12030;14027;419
12030;14029;416
12030;14039;435
12030;14051;409
12030;14053;411
12030;14055;450
12030;14203;403
12030;14204;411
12030;14206;436
12030;14207;419
12030;14209;449
12030;14210;426
12030;14211;418
12030;14214;425
12030;14215;422
12030;14217;419
12030;14224;444
12030;14229;405
12030;14231;439
12030;14244;408
12030;14246;410
12030;14254;419
12030;14255;413
12030;14256;422
12030;14257;420
12030;14258;405
12030;14263;414
12030;14264;431
12030;14265;467
12030;14267;424
12030;14269;424
12030;14275;419
12030;14277;446
12030;14278;409
12030;14279;433
12030;14280;404
12030;14285;409
12030;14289;407
12030;14400;426
12030;14401;425
12030;14407;418
12030;14423;415
12030;14430;438
12030;14431;406
12030;14433;418
12030;14434;405
12030;14435;444
12030;14440;441
12030;14443;414
12030;14445;430
12030;14458;447
12030;14463;441
12033;13036;427
12033;14013;433
12033;14040;408
12033;14060;407
12033;14071;412
12033;14227;401
12033;14259;417
12033;14276;415
12033;14411;406
12033;14456;420
12035;12044;403
12035;13010;409
12035;14005;404
12035;14016;403
12035;14204;414
12035;14206;425
12035;14224;408
12035;14229;404
12035;14231;405
12035;14264;404
12035;14265;408
12035;14274;404
12035;14278;401
12035;14279;402
12035;14284;414
12035;14406;401
12035;14423;421
12035;14430;401
12036;13010;443
12036;13013;428
12036;13040;413
12036;14027;426
12036;14029;414
12036;14039;416
12036;14055;434
12036;14203;418
12036;14206;427
12036;14207;419
12036;14209;433
12036;14210;410
12036;14211;430
12036;14214;411
12036;14215;435
12036;14217;416
12036;14224;416
12036;14231;431
12036;14244;410
12036;14246;416
12036;14255;412
12036;14257;410
12036;14263;405
12036;14264;419
12036;14265;448
12036;14267;416
12036;14274;407
12036;14275;424
12036;14277;435
12036;14278;413
12036;14279;433
12036;14282;404
12036;14285;403
12036;14400;418
12036;14401;433
12036;14421;407
12036;14423;422
12036;14430;426
12036;14435;425
12036;14440;423
12036;14445;430
12036;14458;433
12036;14463;421
12037;14071;404
12038;14016;405
12038;14237;406
12038;14251;426
12038;14464;418
12040;14055;404
12040;14463;405
12041;13002;419
12041;14056;410
12041;14069;425
12041;14252;427
12041;14415;416
12041;14449;402
12044;13010;438
12044;13013;418
12044;13024;411
12044;14027;408
12044;14029;403
12044;14039;420
12044;14055;418
12044;14203;403
12044;14204;418
12044;14206;439
12044;14209;417
12044;14211;405
12044;14215;420
12044;14224;428
12044;14229;417
12044;14231;425
12044;14250;402
12044;14257;403
12044;14264;420
12044;14265;446
12044;14267;402
12044;14274;406
12044;14275;404
12044;14277;422
12044;14279;414
12044;14284;411
12044;14285;421
12044;14400;416
12044;14401;412
12044;14406;414
12044;14423;401
12044;14430;422
12044;14433;408
12044;14434;410
12044;14435;413
12044;14440;416
12044;14443;413
12044;14445;410
12044;14458;424
12044;14465;401
12044;13032;405
13002;13020;403
13002;13036;462
13002;13042;424
13002;13045;403
13002;13047;402
13002;13055;426
13002;14002;429
13002;14003;426
13002;14004;418
13002;14009;404
13002;14013;459
13002;14018;414
13002;14021;440
13002;14028;407
13002;14031;429
13002;14035;424
13002;14040;460
13002;14045;411
13002;14052;444
13002;14056;414
13002;14057;446
13002;14060;428
13002;14069;451
13002;14071;452
13002;14225;402
13002;14226;453
13002;14227;420
13002;14239;402
13002;14242;415
13002;14243;442
13002;14245;442
13002;14252;419
13002;14259;437
13002;14273;419
13002;14276;427
13002;14403;423
13002;14410;403
13002;14411;443
13002;14414;402
13002;14415;458
13002;14438;437
13002;14447;414
13002;14449;450
13002;14453;407
13002;14456;426
13002;14461;431
13003;14265;401
13008;14016;410
13008;14038;419
13008;14045;415
13008;14061;403
13008;14237;404
13008;14251;424
13008;14259;408
13008;14273;401
13008;14427;419
13008;14464;404
13010;13011;403
13010;13013;445
13010;13024;414
13010;13026;414
13010;13027;418
13010;13031;404
13010;13035;420
13010;13040;432
13010;14008;416
13010;14027;453
13010;14029;443
13010;14039;450
13010;14051;411
13010;14055;444
13010;14058;414
13010;14068;402
13010;14072;401
13010;14075;403
13010;14201;408
13010;14202;417
13010;14203;440
13010;14204;429
13010;14206;459
13010;14207;426
13010;14208;408
13010;14209;450
13010;14210;418
13010;14211;434
13010;14214;441
13010;14215;458
13010;14217;426
13010;14224;461
13010;14229;454
13010;14231;458
13010;14244;416
13010;14246;441
13010;14248;422
13010;14250;431
13010;14253;407
13010;14254;402
13010;14255;426
13010;14256;415
13010;14257;443
13010;14264;448
13010;14265;473
13010;14266;420
13010;14267;429
13010;14274;414
13010;14275;430
13010;14277;453
13010;14278;435
13010;14279;438
13010;14280;413
13010;14282;416
13010;14284;436
13010;14285;451
13010;14289;426
13010;14400;466
13010;14401;454
13010;14402;412
13010;14406;428
13010;14407;405
13010;14409;403
13010;14412;414
13010;14413;425
13010;14421;427
13010;14423;435
13010;14425;404
13010;14430;443
13010;14431;401
13010;14433;439
13010;14434;424
13010;14435;444
13010;14439;405
13010;14440;456
13010;14442;407
13010;14443;432
13010;14444;421
13010;14445;448
13010;14448;411
13010;14457;417
13010;14458;448
13010;14460;412
13010;14463;424
13010;14465;424
13010;13032;407
13011;13013;439
13011;13031;407
13011;13035;412
13011;13040;422
13011;14022;433
13011;14029;403
13011;14039;415
13011;14051;420
13011;14053;424
13011;14055;453
13011;14206;415
13011;14207;418
13011;14209;439
13011;14210;435
13011;14211;429
13011;14214;414
13011;14217;420
13011;14224;416
13011;14231;410
13011;14246;405
13011;14254;425
13011;14256;437
13011;14258;405
13011;14263;416
13011;14264;403
13011;14265;440
13011;14267;401
13011;14269;413
13011;14275;410
13011;14277;435
13011;14279;427
13011;14281;401
13011;14401;403
13011;14407;422
13011;14430;431
13011;14431;413
13011;14435;433
13011;14440;405
13011;14445;406
13011;14458;431
13011;14463;460
13013;13024;408
13013;13031;410
13013;13035;425
13013;13040;444
13013;14008;417
13013;14022;443
13013;14027;420
13013;14029;435
13013;14039;464
13013;14046;405
13013;14051;449
13013;14053;419
13013;14055;487
13013;14201;401
13013;14202;405
13013;14203;428
13013;14204;425
13013;14205;417
13013;14206;462
13013;14207;452
13013;14209;475
13013;14210;452
13013;14211;462
13013;14214;446
13013;14215;453
13013;14217;450
13013;14224;449
13013;14229;431
13013;14230;405
13013;14231;464
13013;14244;439
13013;14246;427
13013;14248;402
13013;14253;413
13013;14254;458
13013;14255;443
13013;14256;437
13013;14257;422
13013;14258;426
13013;14263;420
13013;14264;445
13013;14265;469
13013;14267;435
13013;14269;420
13013;14274;440
13013;14275;441
13013;14277;468
13013;14278;445
13013;14279;468
13013;14280;414
13013;14282;419
13013;14284;438
13013;14285;411
13013;14289;423
13013;14400;428
13013;14401;446
13013;14405;410
13013;14406;432
13013;14407;436
13013;14409;401
13013;14421;414
13013;14423;439
13013;14430;475
13013;14431;443
13013;14433;426
13013;14434;416
13013;14435;469
13013;14439;405
13013;14440;446
13013;14443;417
13013;14444;414
13013;14445;447
13013;14458;467
13013;14460;425
13013;14463;469
13020;13036;410
13020;14013;414
13020;14040;420
13020;14052;406
13020;14060;408
13020;14071;423
13020;14226;412
13020;14227;405
13020;14259;410
13020;14273;401
13020;14276;406
13020;14411;409
13020;14438;407
13020;14449;407
13020;14456;408
13021;14018;402
13021;14038;406
13021;14045;427
13021;14061;403
13021;14071;422
13021;14226;403
13021;14239;411
13021;14273;403
13021;14276;403
13021;14411;413
13021;14456;407
13023;14259;404
13023;14427;408
13024;14039;410
13024;14055;421
13024;14203;405
13024;14204;414
13024;14206;432
13024;14207;410
13024;14209;405
13024;14211;413
13024;14214;406
13024;14215;431
13024;14224;411
13024;14229;411
13024;14231;419
13024;14244;414
13024;14264;413
13024;14265;424
13024;14274;439
13024;14275;402
13024;14277;415
13024;14278;408
13024;14279;413
13024;14284;425
13024;14401;409
13024;14406;407
13024;14421;408
13024;14423;423
13024;14430;409
13024;14435;412
13024;14445;408
13024;14458;414
13026;14206;404
13026;14265;413
13026;14400;402
13031;13040;403
13031;14055;421
13031;14206;402
13031;14209;414
13031;14256;402
13031;14265;425
13031;14277;407
13031;14279;405
13031;14430;406
13031;14435;413
13031;14445;401
13031;14458;411
13031;14463;413
13035;13040;411
13035;14029;403
13035;14039;420
13035;14053;404
13035;14055;430
13035;14206;418
13035;14207;402
13035;14209;419
13035;14210;410
13035;14211;403
13035;14214;406
13035;14215;411
13035;14217;408
13035;14224;414
13035;14231;417
13035;14256;406
13035;14257;404
13035;14264;415
13035;14265;443
13035;14269;402
13035;14275;402
13035;14277;435
13035;14279;419
13035;14400;404
13035;14401;409
13035;14430;419
13035;14433;405
13035;14435;428
13035;14440;427
13035;14445;405
13035;14458;421
13035;14463;436
13036;13038;408
13036;13042;438
13036;13045;424
13036;13047;401
13036;13055;464
13036;14000;424
13036;14002;439
13036;14003;452
13036;14004;436
13036;14009;438
13036;14013;496
13036;14018;432
13036;14021;449
13036;14028;433
13036;14031;459
13036;14035;445
13036;14040;476
13036;14045;418
13036;14052;451
13036;14056;404
13036;14057;458
13036;14060;457
13036;14069;452
13036;14071;458
13036;14219;421
13036;14226;471
13036;14227;449
13036;14239;417
13036;14242;411
13036;14243;453
13036;14245;448
13036;14251;401
13036;14259;458
13036;14273;427
13036;14276;451
13036;14288;401
13036;14291;422
13036;14403;433
13036;14410;416
13036;14411;450
13036;14414;414
13036;14415;465
13036;14427;403
13036;14438;452
13036;14447;413
13036;14449;462
13036;14456;456
13036;14461;427
13036;14462;403
13036;94454;413
13036;14466;420
13038;14013;408
13038;14052;403
13038;14057;406
13038;14226;412
13038;14291;407
13038;14449;405
13040;14008;412
13040;14022;425
13040;14027;404
13040;14029;420
13040;14039;430
13040;14051;417
13040;14053;402
13040;14055;454
13040;14204;401
13040;14206;433
13040;14207;421
13040;14209;451
13040;14210;429
13040;14211;422
13040;14214;430
13040;14215;420
13040;14217;430
13040;14224;425
13040;14231;428
13040;14244;413
13040;14246;410
13040;14254;425
13040;14255;411
13040;14256;424
13040;14257;418
13040;14258;404
13040;14263;412
13040;14264;425
13040;14265;447
13040;14267;410
13040;14269;410
13040;14275;417
13040;14277;453
13040;14278;414
13040;14279;437
13040;14280;402
13040;14400;413
13040;14401;427
13040;14405;406
13040;14407;406
13040;14423;408
13040;14430;442
13040;14431;409
13040;14433;408
13040;14435;436
13040;14440;428
13040;14443;403
13040;14445;430
13040;14458;442
13040;14463;442
13042;13045;411
13042;14000;417
13042;14003;432
13042;14004;425
13042;14009;412
13042;14013;443
13042;14018;406
13042;14021;423
13042;14031;425
13042;14035;412
13042;14040;441
13042;14045;416
13042;14052;425
13042;14057;427
13042;14060;417
13042;14069;410
13042;14071;444
13042;14226;442
13042;14227;428
13042;14242;411
13042;14243;406
13042;14245;417
13042;14259;438
13042;14273;417
13042;14276;429
13042;14410;408
13042;14411;416
13042;14415;415
13042;14438;427
13042;14449;429
13042;14456;428
13042;14461;406
13045;14000;408
13045;14003;407
13045;14004;407
13045;14009;405
13045;14013;420
13045;14018;421
13045;14031;412
13045;14035;410
13045;14040;422
13045;14045;440
13045;14057;401
13045;14060;416
13045;14071;446
13045;14219;409
13045;14226;434
13045;14227;438
13045;14242;426
13045;14245;406
13045;14259;435
13045;14273;407
13045;14276;479
13045;14410;430
13045;14411;441
13045;14415;409
13045;14427;401
13045;14432;410
13045;14437;403
