source;target;value
10075;14464;405
10391;10421;402
10391;10463;443
10391;10540;424
10391;10583;418
10391;10602;424
10391;10613;444
10391;10620;430
10391;10621;401
10391;10703;417
10391;10705;411
10391;10723;405
10391;10726;429
10391;10732;417
10391;10733;428
10391;10756;443
10391;11054;403
10391;12000;421
10391;12004;456
10391;12027;427
10391;12030;407
10391;12036;414
10391;12044;419
10391;13010;451
10391;13013;402
10391;14027;425
10391;14029;408
10391;14039;412
10391;14055;404
10391;14203;411
10391;14204;408
10391;14206;434
10391;14209;407
10391;14214;401
10391;14215;427
10391;14224;424
10391;14229;420
10391;14231;415
10391;14257;410
10391;14264;422
10391;14265;437
10391;14267;402
10391;14275;408
10391;14277;414
10391;14278;404
10391;14279;408
10391;14285;433
10391;14400;426
10391;14401;409
10391;14413;405
10391;14421;405
10391;14423;410
10391;14430;414
10391;14433;401
10391;14434;404
10391;14435;404
10391;14440;423
10391;14443;401
10391;14445;419
10391;14458;417
10391;14465;410
10421;10463;412
10421;10500;406
10421;10540;428
10421;10551;416
10421;10566;415
10421;10577;422
10421;10583;459
10421;10601;406
10421;10609;422
10421;10613;424
10421;10621;418
10421;10705;454
10421;10723;404
10421;10726;415
10421;10732;423
10421;10733;417
10421;10756;437
10421;10760;442
10421;10768;438
10421;10784;416
10421;11014;402
10421;11054;440
10421;12004;427
10421;12025;426
10421;12030;433
10421;12036;428
10421;12044;405
10421;13010;444
10421;13011;427
10421;13013;461
10421;13035;407
10421;13040;439
10421;14008;401
10421;14022;428
10421;14027;431
10421;14029;443
10421;14039;444
10421;14051;429
10421;14053;407
10421;14055;457
10421;14203;420
10421;14204;411
10421;14206;450
10421;14207;432
10421;14209;456
10421;14210;421
10421;14211;453
10421;14214;433
10421;14215;451
10421;14217;436
10421;14221;401
10421;14224;436
10421;14229;412
10421;14231;452
10421;14244;423
10421;14246;431
10421;14248;407
10421;14253;406
10421;14254;443
10421;14255;424
10421;14256;424
10421;14257;428
10421;14258;409
10421;14263;412
10421;14264;434
10421;14265;457
10421;14267;425
10421;14269;410
10421;14274;421
10421;14275;440
10421;14277;466
10421;14278;429
10421;14279;444
10421;14280;411
10421;14282;406
10421;14284;421
10421;14285;412
10421;14289;412
10421;14400;420
10421;14401;446
10421;14405;415
10421;14406;430
10421;14407;420
10421;14421;423
10421;14423;421
10421;14430;447
10421;14431;426
10421;14433;425
10421;14434;401
10421;14435;444
10421;14439;402
10421;14440;437
10421;14443;407
10421;14444;402
10421;14445;437
10421;14458;452
10421;14460;418
10421;14463;442
10446;10783;411
10446;11023;417
10463;10540;443
10463;10566;402
10463;10582;416
10463;10583;417
10463;10602;431
10463;10609;419
10463;10613;456
10463;10620;439
10463;10621;412
10463;10703;441
10463;10705;408
10463;10723;404
10463;10726;437
10463;10732;421
10463;10733;449
10463;10756;446
10463;10768;403
10463;11014;405
10463;11054;411
10463;11067;403
10463;12000;428
10463;12004;452
10463;12027;439
10463;12030;416
10463;12035;406
10463;12036;422
10463;12044;419
10463;13010;466
10463;13013;417
10463;14027;427
10463;14029;402
10463;14039;428
10463;14055;415
10463;14058;401
10463;14067;408
10463;14203;415
10463;14204;417
10463;14206;445
10463;14209;420
10463;14211;415
10463;14214;408
10463;14215;434
10463;14224;427
10463;14229;420
10463;14231;432
10463;14246;410
10463;14248;404
10463;14250;406
10463;14255;408
10463;14257;411
10463;14264;435
10463;14265;444
10463;14267;402
10463;14274;404
10463;14275;415
10463;14277;422
10463;14278;418
10463;14279;414
10463;14284;410
10463;14285;449
10463;14400;428
10463;14401;423
10463;14406;420
10463;14413;408
10463;14421;403
10463;14423;416
10463;14430;421
10463;14433;418
10463;14434;417
10463;14435;416
10463;14440;425
10463;14443;415
10463;14445;417
10463;14458;426
10463;14460;406
10463;14465;421
10463;13032;406
10500;10583;402
10500;10705;407
10500;10733;411
10500;10756;412
10500;13010;418
10500;13013;409
10500;14029;402
10500;14039;420
10500;14055;414
10500;14206;417
10500;14209;403
10500;14214;406
10500;14224;420
10500;14231;419
10500;14264;415
10500;14265;425
10500;14277;423
10500;14400;406
10500;14430;403
10500;14435;411
10500;14440;417
10500;14458;409
10502;10734;404
10502;10767;419
10502;11034;401
10502;11066;423
10502;13002;417
10502;13036;420
10502;14013;411
10502;14021;413
10502;14040;421
10502;14052;409
10502;14056;406
10502;14057;427
10502;14069;465
10502;14226;415
10502;14243;407
10502;14245;406
10502;14252;408
10502;14415;427
10502;14449;415
10511;10583;409
10511;10621;407
10511;10705;413
10511;10756;415
10511;12004;401
10511;12030;403
10511;13010;422
10511;14206;401
10511;14224;407
10511;14264;401
10511;14265;417
10511;14277;402
10511;14400;408
10511;14440;412
10511;14458;410
10517;10706;402
10517;14045;417
10525;10719;431
10525;14018;403
10525;14045;420
10525;14071;403
10525;14259;414
10525;14276;409
10525;14456;411
10528;14057;417
10540;10545;409
10540;10566;401
10540;10577;409
10540;10582;404
10540;10583;432
10540;10599;402
10540;10602;415
10540;10609;430
10540;10613;442
10540;10620;428
10540;10621;421
10540;10703;437
10540;10705;437
10540;10723;409
10540;10726;431
10540;10732;424
10540;10733;453
10540;10756;445
10540;10760;421
10540;10768;426
10540;10784;406
10540;11014;414
10540;11054;428
10540;11067;417
10540;12000;407
10540;12004;447
10540;12027;429
10540;12030;421
10540;12036;417
10540;12044;424
10540;13010;455
10540;13013;435
10540;13024;418
10540;13040;408
10540;14027;414
10540;14029;426
10540;14039;438
10540;14046;406
10540;14051;404
10540;14055;435
10540;14075;401
10540;14203;417
10540;14204;436
10540;14206;479
10540;14207;411
10540;14208;403
10540;14209;442
10540;14210;414
10540;14211;439
10540;14214;428
10540;14215;440
10540;14217;420
10540;14224;421
10540;14229;432
10540;14231;445
10540;14244;407
10540;14246;420
10540;14248;420
10540;14250;403
10540;14255;421
10540;14256;409
10540;14257;412
10540;14264;448
10540;14265;463
10540;14267;431
10540;14274;428
10540;14275;432
10540;14277;451
10540;14278;419
10540;14279;431
10540;14282;406
10540;14284;422
10540;14285;430
10540;14289;417
10540;14400;431
10540;14401;439
10540;14402;412
10540;14406;423
10540;14407;412
10540;14412;410
10540;14413;403
10540;14421;426
10540;14423;417
10540;14430;453
10540;14433;427
10540;14434;410
10540;14435;438
10540;14439;402
10540;14440;430
10540;14443;424
10540;14445;443
10540;14458;445
10540;14460;421
10540;14463;415
10545;14206;406
10545;14215;412
10545;14244;407
10545;14274;410
10545;14401;403
10545;14421;403
10545;14430;401
10550;10567;406
10550;10716;401
10550;10783;411
10550;11023;418
10550;12011;410
10550;13036;407
10550;14016;401
10550;14219;417
10550;14251;403
10550;14291;412
10550;14427;414
10550;14462;407
10551;10577;403
10551;10583;427
10551;10621;401
10551;10705;429
10551;10756;407
10551;10760;424
10551;10768;411
10551;12030;408
10551;12036;410
10551;13010;411
10551;13013;422
10551;13040;419
10551;14027;401
10551;14029;403
10551;14039;411
10551;14055;422
10551;14206;413
10551;14209;423
10551;14210;403
10551;14214;405
10551;14215;402
10551;14217;401
10551;14224;404
10551;14231;405
10551;14264;403
10551;14265;430
10551;14277;438
10551;14279;414
10551;14401;409
10551;14430;409
10551;14435;418
10551;14440;406
10551;14445;407
10551;14458;414
10551;14463;418
10553;10767;405
10553;11066;416
10553;13002;413
10553;13036;408
10553;14021;403
10553;14040;415
10553;14052;405
10553;14057;408
10553;14069;427
10553;14226;407
10553;14403;401
10553;14415;417
10553;14449;413
10561;14204;412
10561;14265;401
10566;10583;420
10566;10613;407
10566;10621;408
10566;10705;417
10566;10756;419
10566;10760;405
10566;10768;401
10566;11014;404
10566;12004;414
10566;12036;408
10566;13010;427
10566;13013;418
10566;13040;405
10566;14027;404
10566;14029;404
10566;14039;410
10566;14055;422
10566;14206;425
10566;14207;401
10566;14209;424
10566;14211;406
10566;14214;403
10566;14215;414
10566;14217;406
10566;14224;422
10566;14231;418
10566;14246;408
10566;14257;407
10566;14264;415
10566;14265;432
10566;14267;402
10566;14275;413
10566;14277;424
10566;14278;405
10566;14279;420
10566;14400;411
10566;14401;408
10566;14430;413
10566;14435;417
10566;14440;417
10566;14445;416
10566;14458;428
10566;14463;406
10567;10767;425
10567;11023;405
10567;12011;439
10567;13036;422
10567;14009;401
10567;14013;419
10567;14031;403
10567;14040;405
10567;14060;402
10567;14219;407
10567;14259;409
10567;14291;421
10567;14427;421
10567;14449;412
10569;10719;424
10569;10783;402
10569;12011;410
10569;13036;405
10569;13045;418
10569;14018;409
10569;14045;420
10569;14060;402
10569;14071;421
10569;14219;412
10569;14226;410
10569;14227;423
10569;14251;405
10569;14259;426
10569;14276;428
10569;14410;404
10569;14411;406
10569;14427;413
10569;14456;423
10573;13010;403
10574;10626;409
10574;10719;419
10574;10786;407
10574;11007;402
10574;11034;412
10574;12011;416
10574;13002;415
10574;13036;435
10574;13045;404
10574;13055;404
10574;14003;409
10574;14004;410
10574;14009;406
10574;14013;426
10574;14031;413
10574;14035;437
10574;14040;420
10574;14045;419
10574;14052;414
10574;14057;413
10574;14060;413
10574;14069;404
10574;14071;429
10574;14226;431
10574;14227;424
10574;14242;405
10574;14243;409
10574;14245;404
10574;14259;435
10574;14273;418
10574;14276;422
10574;14411;425
10574;14415;407
10574;14438;410
10574;14449;409
10574;14456;427
10574;14461;409
10577;10583;445
10577;10613;413
10577;10621;434
10577;10705;444
10577;10733;401
10577;10756;418
10577;10760;443
10577;10768;416
10577;11054;406
10577;12004;416
10577;12030;441
10577;12036;407
10577;13010;426
10577;13011;426
10577;13013;441
10577;13031;401
10577;13035;418
10577;13040;427
10577;14008;410
10577;14022;413
10577;14027;402
10577;14029;406
10577;14039;414
10577;14051;408
10577;14053;412
10577;14055;440
10577;14206;426
10577;14207;410
10577;14209;447
10577;14210;428
10577;14211;415
10577;14214;420
10577;14215;413
10577;14217;417
10577;14224;423
10577;14231;428
10577;14246;413
10577;14254;421
10577;14256;421
10577;14257;405
10577;14263;408
10577;14264;417
10577;14265;450
10577;14267;402
10577;14269;405
10577;14275;408
10577;14277;443
10577;14278;401
10577;14279;424
10577;14280;402
10577;14281;404
10577;14400;411
10577;14401;411
10577;14407;408
10577;14423;407
10577;14430;435
10577;14431;407
10577;14433;401
10577;14435;439
10577;14440;423
10577;14443;412
10577;14445;417
10577;14458;444
10577;14463;443
10579;10719;409
10579;14018;406
10579;14045;413
10579;14071;424
10579;14227;402
10579;14259;415
10579;14273;404
10579;14276;409
10579;14410;401
10579;14456;410
10581;14045;414
10581;14071;404
10581;14259;402
10581;14276;408
10581;14411;409
10581;14456;401
10582;10602;411
10582;10613;408
10582;10723;406
10582;10726;424
10582;10733;410
10582;10756;416
10582;12000;411
10582;12004;419
10582;12027;414
10582;13010;429
10582;14203;403
10582;14206;403
10582;14215;411
10582;14229;401
10582;14264;407
10582;14265;424
10582;14285;409
10582;14401;402
10582;14445;403
10583;10609;407
10583;10613;434
10583;10620;403
10583;10621;440
10583;10703;406
10583;10705;460
10583;10723;406
10583;10726;430
10583;10732;417
10583;10733;416
10583;10756;439
10583;10760;456
10583;10768;443
10583;10784;405
10583;11014;407
10583;11054;428
10583;12004;438
10583;12008;413
10583;12025;410
10583;12027;408
10583;12030;455
10583;12036;431
10583;12044;408
10583;13010;449
10583;13011;445
10583;13013;456
10583;13031;411
10583;13035;431
10583;13040;444
10583;14008;411
10583;14022;435
10583;14027;423
10583;14029;436
10583;14039;442
10583;14051;426
10583;14053;419
10583;14055;461
10583;14203;418
10583;14204;417
10583;14206;445
10583;14207;426
10583;14209;458
10583;14210;433
10583;14211;437
10583;14214;433
10583;14215;452
10583;14217;440
10583;14224;441
10583;14229;418
10583;14231;446
10583;14244;413
10583;14246;430
10583;14254;432
10583;14255;417
10583;14256;434
10583;14257;445
10583;14258;413
10583;14263;419
10583;14264;437
10583;14265;468
10583;14267;432
10583;14269;434
10583;14274;413
10583;14275;437
10583;14277;462
10583;14278;420
10583;14279;449
10583;14280;413
10583;14281;406
10583;14282;410
10583;14284;404
10583;14285;412
10583;14289;408
10583;14400;437
10583;14401;446
10583;14405;416
10583;14406;413
10583;14407;418
10583;14421;422
10583;14423;421
10583;14430;451
10583;14431;416
10583;14433;422
10583;14434;407
10583;14435;449
10583;14440;440
10583;14443;410
10583;14444;406
10583;14445;445
10583;14458;458
10583;14460;406
10583;14463;452
10585;10705;405
10585;14055;404
10585;14265;405
10585;14277;403
10587;10716;401
10587;10783;414
10587;12014;405
10587;14251;407
10587;14427;408
10599;10705;401
10599;10733;401
10599;10756;423
10599;13010;418
10599;14029;404
10599;14039;404
10599;14206;409
10599;14224;403
10599;14231;413
10599;14265;432
10599;14277;410
10599;14400;409
10599;14435;403
10599;14440;413
10599;14458;402
10601;10609;409
10601;10732;404
10601;10733;416
10601;12004;407
10601;12027;411
10601;13010;418
10601;13013;408
10601;14029;406
10601;14055;407
10601;14206;414
10601;14215;430
10601;14224;406
10601;14231;421
10601;14246;410
10601;14257;403
10601;14264;405
10601;14265;413
10601;14274;415
10601;14277;401
10601;14278;402
10601;14279;406
10601;14284;407
10601;14401;407
10601;14423;409
10601;14430;401
10601;14435;404
10601;14445;403
10601;14458;404
10602;10613;429
10602;10620;419
10602;10703;407
10602;10716;401
10602;10726;420
10602;10732;405
10602;10733;426
10602;10756;422
10602;10783;401
10602;11067;402
10602;12000;432
10602;12004;433
10602;12027;433
10602;12035;411
10602;12044;405
10602;13010;435
10602;14005;403
10602;14027;414
10602;14067;411
10602;14204;402
10602;14206;418
10602;14215;412
10602;14224;414
10602;14229;407
10602;14231;409
10602;14250;401
10602;14264;420
10602;14265;432
10602;14284;402
10602;14285;424
10602;14400;415
10602;14401;403
10602;14423;404
10602;14440;409
10602;14445;405
10606;10719;401
10606;10773;408
10606;14018;402
10606;14045;404
10606;14071;405
10606;14239;412
10606;14411;412
10607;14010;403
10607;14045;417
10607;14046;409
10609;10613;425
10609;10620;415
10609;10703;411
10609;10705;410
10609;10726;401
10609;10732;409
10609;10733;433
10609;10756;416
10609;10760;412
10609;10768;408
10609;10784;409
10609;11054;409
10609;11067;405
10609;12004;421
10609;12027;406
10609;12035;405
10609;12044;403
10609;13010;428
10609;13013;423
10609;13024;411
10609;14029;411
10609;14039;432
10609;14046;429
10609;14055;437
10609;14203;414
10609;14204;414
10609;14206;457
10609;14207;404
10609;14209;419
10609;14211;425
10609;14214;414
10609;14215;428
10609;14217;414
10609;14224;424
10609;14229;419
10609;14231;433
10609;14244;402
10609;14246;419
10609;14257;403
10609;14264;422
10609;14265;436
10609;14267;410
10609;14274;419
10609;14275;416
10609;14277;427
10609;14278;422
10609;14279;428
10609;14284;424
10609;14285;412
10609;14400;422
10609;14401;429
10609;14406;412
10609;14421;401
10609;14423;412
10609;14430;434
10609;14433;425
10609;14435;429
10609;14440;415
10609;14443;404
10609;14445;411
10609;14458;427
10609;14460;412
10609;14463;406
10613;10620;432
10613;10621;425
10613;10703;439
10613;10705;425
10613;10723;416
10613;10726;436
10613;10732;412
10613;10733;443
10613;10756;453
10613;10760;411
10613;10768;420
10613;10784;404
10613;11014;410
10613;11054;417
10613;11067;415
10613;12000;419
10613;12004;463
10613;12027;438
10613;12030;430
10613;12035;410
10613;12036;421
10613;12044;423
10613;13010;477
10613;13013;427
10613;13024;404
10613;13026;406
10613;13040;411
10613;14027;426
10613;14029;420
10613;14039;432
10613;14055;427
10613;14058;410
10613;14072;401
10613;14203;416
10613;14204;422
10613;14206;443
10613;14207;407
10613;14209;431
10613;14210;401
10613;14211;417
10613;14214;417
10613;14215;436
10613;14217;415
10613;14224;433
10613;14229;428
10613;14231;436
10613;14246;421
10613;14248;406
10613;14250;406
10613;14255;418
10613;14257;424
10613;14264;432
10613;14265;457
10613;14267;413
10613;14274;407
10613;14275;421
10613;14277;433
10613;14278;418
10613;14279;423
10613;14284;413
10613;14285;452
10613;14289;404
10613;14400;444
10613;14401;431
10613;14402;404
10613;14406;416
10613;14412;402
10613;14413;412
10613;14421;405
10613;14423;423
10613;14430;432
10613;14433;422
10613;14434;421
10613;14435;426
10613;14440;432
10613;14442;404
10613;14443;414
10613;14445;424
10613;14448;404
10613;14458;435
10613;14460;404
10613;14463;409
10613;14465;409
10613;13032;418
10614;10783;415
10620;10703;425
10620;10726;420
10620;10733;439
10620;10756;430
10620;11014;417
10620;11067;404
10620;12000;415
10620;12004;441
10620;12027;429
10620;12044;419
10620;13010;442
10620;14039;420
10620;14055;401
10620;14203;403
10620;14204;408
10620;14206;438
10620;14209;403
10620;14215;418
10620;14224;418
10620;14229;410
10620;14231;412
10620;14246;402
10620;14264;420
10620;14265;438
10620;14277;406
10620;14278;404
10620;14279;403
10620;14284;407
10620;14285;441
10620;14400;425
10620;14401;412
10620;14402;404
10620;14406;403
10620;14421;403
10620;14430;413
10620;14433;415
10620;14434;407
10620;14435;407
10620;14440;420
10620;14443;406
10620;14445;407
10620;14458;412
10620;14465;418
10620;13032;403
10621;10705;435
10621;10726;418
10621;10733;415
10621;10756;431
10621;10760;428
10621;10768;414
10621;11014;401
10621;11054;407
10621;12004;425
10621;12008;402
10621;12030;439
10621;12036;414
10621;13010;443
10621;13011;415
10621;13013;437
10621;13031;405
10621;13035;425
10621;13040;416
10621;14008;403
10621;14027;412
10621;14029;415
10621;14039;422
10621;14051;403
10621;14053;401
10621;14055;434
10621;14204;409
10621;14206;423
10621;14207;409
10621;14209;435
10621;14210;418
10621;14211;425
10621;14214;418
10621;14215;420
10621;14217;415
10621;14224;427
10621;14229;407
10621;14231;425
10621;14246;431
10621;14254;404
10621;14255;405
10621;14256;415
10621;14257;416
10621;14258;407
10621;14263;403
10621;14264;417
10621;14265;452
10621;14267;412
10621;14269;404
10621;14275;416
10621;14277;435
10621;14278;406
10621;14279;420
10621;14280;406
10621;14285;414
10621;14400;420
10621;14401;417
10621;14407;409
10621;14423;411
10621;14430;429
10621;14433;403
10621;14434;401
10621;14435;431
10621;14440;432
10621;14443;401
10621;14445;420
10621;14458;436
10621;14463;432
10626;10719;427
10626;10767;434
10626;10786;414
10626;11007;415
10626;11034;414
10626;11035;405
10626;11036;414
10626;12011;431
10626;12022;402
10626;13002;428
10626;13036;446
10626;13038;406
10626;13042;429
10626;13045;406
10626;13055;407
10626;14000;408
10626;14002;403
10626;14003;442
10626;14004;416
10626;14013;448
10626;14018;415
10626;14021;438
10626;14028;402
10626;14031;428
10626;14035;416
10626;14040;451
10626;14045;412
10626;14052;436
10626;14057;460
10626;14060;415
10626;14069;435
10626;14071;445
10626;14226;445
10626;14227;434
10626;14242;408
10626;14243;416
10626;14245;432
10626;14251;404
10626;14259;433
10626;14273;415
10626;14276;424
10626;14410;406
10626;14411;421
10626;14415;424
10626;14438;427
10626;14449;443
10626;14456;422
10626;14461;415
10633;13010;405
10633;14206;401
10633;14265;402
10703;10705;401
10703;10726;419
10703;10733;423
10703;10756;426
10703;10768;402
10703;11014;409
10703;11067;409
10703;12004;437
10703;12027;417
10703;12044;408
10703;13010;446
10703;13013;406
10703;14039;412
10703;14055;402
10703;14206;438
10703;14209;408
10703;14215;419
10703;14224;415
10703;14229;411
10703;14231;415
10703;14246;408
10703;14264;418
10703;14265;434
10703;14275;401
10703;14277;409
10703;14279;408
10703;14284;405
10703;14285;444
10703;14400;417
10703;14401;412
10703;14430;411
10703;14433;413
10703;14434;413
10703;14440;413
10703;14443;403
10703;14445;404
10703;14458;415
10703;14465;405
10703;13032;416
10705;10726;418
10705;10732;415
10705;10733;418
10705;10756;449
10705;10760;454
10705;10768;442
10705;11014;405
10705;11054;436
10705;12004;433
10705;12008;410
10705;12025;404
10705;12030;443
10705;12036;422
10705;12044;407
10705;13010;444
10705;13011;418
10705;13013;461
10705;13024;401
10705;13031;406
10705;13035;433
10705;13040;446
10705;14008;411
10705;14022;427
10705;14027;422
10705;14029;444
10705;14039;448
10705;14051;422
10705;14053;410
10705;14055;465
10705;14203;412
10705;14204;417
10705;14206;450
10705;14207;424
10705;14209;459
10705;14210;435
10705;14211;436
10705;14214;446
10705;14215;444
10705;14217;446
10705;14224;433
10705;14229;423
10705;14231;449
10705;14244;415
10705;14246;419
10705;14248;402
10705;14254;438
10705;14255;435
10705;14256;438
10705;14257;432
10705;14258;409
10705;14263;419
10705;14264;449
10705;14265;464
10705;14267;435
10705;14269;422
10705;14274;418
10705;14275;433
10705;14277;475
10705;14278;423
10705;14279;451
10705;14280;422
10705;14282;417
10705;14284;415
10705;14285;415
10705;14289;418
10705;14400;427
10705;14401;452
10705;14405;421
10705;14406;409
10705;14407;411
10705;14421;414
10705;14423;423
10705;14430;447
10705;14431;418
10705;14433;420
10705;14434;404
10705;14435;455
10705;14440;447
10705;14443;414
10705;14445;445
10705;14458;461
10705;14460;410
10705;14463;452
10706;10719;427
10706;10773;432
10706;10783;401
10706;11005;402
10706;11058;411
10706;12010;407
10706;14010;428
10706;14015;405
10706;14018;408
10706;14038;415
10706;14045;436
10706;14046;414
10706;14071;403
10706;14218;425
10706;14221;408
10706;14239;417
10706;14249;405
10706;14259;404
10706;14274;402
10706;14276;406
10706;14408;403
10706;14432;408
10706;14436;432
10706;14456;408
10710;10719;430
10710;14038;402
10716;10719;407
10716;10733;407
10716;10783;458
10716;11005;414
10716;11023;466
10716;12011;406
10716;12014;417
10716;12027;405
10716;14005;426
10716;14016;415
10716;14038;414
10716;14045;403
10716;14219;420
10716;14233;406
10716;14234;430
10716;14237;408
10716;14251;419
10716;14259;407
10716;14270;410
10716;14418;402
10716;14424;405
10716;14427;437
10716;14462;421
10716;14464;414
10719;10721;414
10719;10767;415
10719;10773;416
10719;10783;430
10719;10786;425
10719;11005;425
10719;11007;443
10719;11020;429
10719;11023;422
10719;11034;435
10719;11036;418
10719;11037;413
10719;11057;424
10719;11058;417
10719;12011;436
10719;12022;418
10719;12033;412
10719;13002;419
10719;13008;410
10719;13020;401
10719;13021;411
10719;13036;444
10719;13042;430
10719;13045;435
10719;13055;414
10719;14000;414
10719;14003;435
10719;14004;434
10719;14009;429
10719;14013;442
10719;14016;405
10719;14018;454
10719;14021;424
10719;14031;431
10719;14035;423
10719;14038;440
10719;14040;442
10719;14041;414
10719;14045;460
10719;14052;438
10719;14057;425
10719;14060;437
10719;14061;424
10719;14069;408
10719;14071;455
10719;14218;431
10719;14219;428
10719;14226;442
10719;14227;438
10719;14237;405
10719;14239;442
10719;14242;438
10719;14243;409
10719;14245;424
10719;14251;451
10719;14259;468
10719;14273;448
10719;14276;460
10719;14288;405
10719;14410;435
10719;14411;440
10719;14415;420
10719;14417;421
10719;14427;438
10719;14432;401
10719;14437;408
10719;14438;431
10719;14449;424
10719;14456;462
10719;14461;416
10719;14462;427
10719;14464;404
10719;14466;404
10721;10783;403
10721;11005;407
10721;12011;416
10721;13036;409
10721;14038;405
10721;14045;437
10721;14060;408
10721;14239;403
10721;14259;416
10721;14276;417
10721;14411;409
10721;14427;402
10721;14456;416
10722;10773;401
10722;13036;411
10722;14040;402
10722;14045;403
10722;14071;405
10722;14239;404
10722;14411;420
10723;10726;421
10723;10733;401
10723;10756;431
10723;12004;436
10723;12027;404
10723;13010;434
10723;14203;408
10723;14206;406
10723;14209;401
10723;14215;409
10723;14224;403
10723;14264;402
10723;14265;425
10723;14277;411
10723;14400;402
10723;14401;405
10723;14445;403
10726;10732;427
10726;10733;422
10726;10756;457
10726;10760;409
10726;10768;406
10726;11054;408
10726;12000;411
10726;12004;458
10726;12027;432
10726;12030;417
10726;12036;412
10726;12044;413
10726;13010;458
10726;13013;413
10726;13024;402
10726;13026;405
10726;13040;401
10726;14027;422
10726;14029;415
10726;14039;418
10726;14055;423
10726;14201;408
10726;14203;419
10726;14204;402
10726;14206;437
10726;14207;405
10726;14209;419
10726;14210;407
10726;14211;403
10726;14214;415
10726;14215;436
10726;14217;408
10726;14224;432
10726;14229;425
10726;14231;428
10726;14244;403
10726;14246;427
10726;14248;410
10726;14250;411
10726;14257;416
10726;14264;425
10726;14265;446
10726;14267;418
10726;14274;403
10726;14275;416
10726;14277;428
10726;14278;406
10726;14279;419
10726;14282;403
10726;14284;403
10726;14285;434
10726;14289;403
10726;14400;430
10726;14401;426
10726;14413;414
10726;14421;417
10726;14423;427
10726;14430;420
10726;14433;405
10726;14435;426
10726;14440;424
10726;14443;402
10726;14444;410
10726;14445;427
10726;14458;420
10726;14463;404
10726;14465;401
10726;13032;401
10732;10733;436
10732;10756;429
10732;10760;405
10732;11054;411
10732;12004;419
10732;12027;436
10732;12030;403
10732;12036;430
10732;12044;413
10732;13010;432
10732;13013;429
10732;13024;426
10732;14027;423
10732;14029;414
10732;14039;421
10732;14051;410
10732;14055;433
10732;14203;424
10732;14204;417
10732;14206;453
10732;14207;429
10732;14209;425
10732;14210;418
10732;14211;436
10732;14214;416
10732;14215;446
10732;14217;415
10732;14222;420
10732;14224;431
10732;14229;413
10732;14231;440
10732;14244;428
10732;14246;415
10732;14255;403
10732;14264;439
10732;14265;447
10732;14267;410
10732;14274;462
10732;14275;413
10732;14277;429
10732;14278;434
10732;14279;425
10732;14284;443
10732;14285;409
10732;14289;425
10732;14400;427
10732;14401;439
10732;14406;424
10732;14412;411
10732;14421;417
10732;14423;444
10732;14430;433
10732;14431;414
10732;14433;403
10732;14435;432
10732;14439;404
10732;14440;423
10732;14444;403
10732;14445;427
10732;14458;430
10732;14460;407
10732;14463;402
10733;10756;441
10733;10760;403
10733;10768;411
10733;10783;410
10733;10784;404
10733;11014;421
10733;11054;414
10733;11067;423
10733;12000;428
10733;12004;449
10733;12014;407
10733;12027;447
10733;12030;414
10733;12035;422
10733;12036;413
10733;12044;426
10733;13010;456
10733;13013;431
10733;13024;427
10733;13027;403
10733;14027;420
10733;14029;415
10733;14039;437
10733;14046;419
10733;14051;402
10733;14055;428
10733;14058;416
10733;14070;401
10733;14075;413
10733;14203;427
10733;14204;445
10733;14206;460
10733;14207;414
10733;14209;423
10733;14210;405
10733;14211;428
10733;14214;425
10733;14215;452
10733;14217;412
10733;14222;402
10733;14224;432
10733;14229;431
10733;14231;446
10733;14233;409
10733;14238;404
10733;14244;418
10733;14246;429
10733;14248;415
10733;14250;411
10733;14253;404
10733;14255;410
10733;14257;409
10733;14264;450
10733;14265;456
10733;14267;411
10733;14274;433
10733;14275;416
10733;14277;431
10733;14278;430
10733;14279;430
10733;14282;401
10733;14284;443
10733;14285;436
10733;14286;404
10733;14289;416
10733;14400;435
10733;14401;429
10733;14402;416
10733;14406;426
10733;14412;407
10733;14413;418
10733;14416;405
10733;14421;424
10733;14423;438
10733;14430;434
10733;14433;433
10733;14434;412
10733;14435;429
10733;14439;403
10733;14440;434
10733;14443;418
10733;14444;413
10733;14445;429
10733;14448;418
10733;14451;419
10733;14457;401
10733;14458;433
10733;14460;414
10733;14464;401
10733;14465;418
10733;13032;409
10734;10767;413
10734;11066;424
10734;13002;413
10734;13036;408
10734;14040;410
10734;14056;417
10734;14069;434
10734;14226;402
10734;14243;402
10734;14252;416
10734;14415;420
10734;14449;411
10739;13010;409
10739;14206;406
10739;14231;408
10739;14265;402
10739;14440;404
10742;14244;411
10756;10760;426
10756;10768;421
10756;11014;417
10756;11054;428
10756;11067;412
10756;12000;414
10756;12004;463
10756;12008;406
10756;12027;440
10756;12030;439
10756;12036;432
10756;12044;427
10756;13010;474
10756;13013;432
10756;13026;412
10756;13035;411
10756;13040;423
10756;14008;404
10756;14027;440
10756;14029;441
10756;14039;437
10756;14051;411
10756;14055;441
10756;14201;405
10756;14202;406
10756;14203;431
10756;14204;427
10756;14206;458
10756;14207;423
10756;14208;408
10756;14209;443
10756;14210;417
10756;14211;430
10756;14214;436
10756;14215;449
10756;14217;423
10756;14224;455
10756;14229;436
10756;14231;450
10756;14244;412
10756;14246;434
10756;14248;407
10756;14250;419
10756;14253;402
10756;14254;404
10756;14255;434
10756;14256;412
10756;14257;434
10756;14263;402
